jurisdictionId,jurisdictionName,state,rowNecValue,stateTableEdition,skeletonEdition,oldAttribution,actualOrigin,newCanonicalSourceClass,valueChangedByContainment,attributionChangedByContainment,category
"ia-carroll-carroll-county","Carroll County Building Department","IA","2017","2020","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","no","yes","FALSE_OPERATOR_ATTRIBUTION"
"ia-cass-cass-county","Cass County Building Department","IA","2017","2020","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","no","yes","FALSE_OPERATOR_ATTRIBUTION"
"ia-cedar-cedar-county","Cedar County Building Department","IA","2017","2020","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","no","yes","FALSE_OPERATOR_ATTRIBUTION"
"ia-cerro-gordo-mason-city","City of Mason City Building Department","IA","2017","2020","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","no","yes","FALSE_OPERATOR_ATTRIBUTION"
"ia-cerro-gordo-cerro-gordo-county","Cerro Gordo County Building Department","IA","2017","2020","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","no","yes","FALSE_OPERATOR_ATTRIBUTION"
"ia-cherokee-cherokee-county","Cherokee County Building Department","IA","2017","2020","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","no","yes","FALSE_OPERATOR_ATTRIBUTION"
"ia-chickasaw-chickasaw-county","Chickasaw County Building Department","IA","2017","2020","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","no","yes","FALSE_OPERATOR_ATTRIBUTION"
"ia-clarke-clarke-county","Clarke County Building Department","IA","2017","2020","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","no","yes","FALSE_OPERATOR_ATTRIBUTION"
"ia-clay-clay-county","Clay County Building Department","IA","2017","2020","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","no","yes","FALSE_OPERATOR_ATTRIBUTION"
"ia-clayton-clayton-county","Clayton County Building Department","IA","2017","2020","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","no","yes","FALSE_OPERATOR_ATTRIBUTION"
"ia-clinton-clinton-county","Clinton County Building Department","IA","2017","2020","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","no","yes","FALSE_OPERATOR_ATTRIBUTION"
"ia-crawford-crawford-county","Crawford County Building Department","IA","2017","2020","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","no","yes","FALSE_OPERATOR_ATTRIBUTION"
"ia-dallas-dallas-county","Dallas County Building Department","IA","2017","2020","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","no","yes","FALSE_OPERATOR_ATTRIBUTION"
"ia-davis-davis-county","Davis County Building Department","IA","2017","2020","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","no","yes","FALSE_OPERATOR_ATTRIBUTION"
"ia-decatur-decatur-county","Decatur County Building Department","IA","2017","2020","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","no","yes","FALSE_OPERATOR_ATTRIBUTION"
"ia-delaware-delaware-county","Delaware County Building Department","IA","2017","2020","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","no","yes","FALSE_OPERATOR_ATTRIBUTION"
"ia-des-moines-burlington","City of Burlington Building Department","IA","2017","2020","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","no","yes","FALSE_OPERATOR_ATTRIBUTION"
"ia-des-moines-des-moines-county","Des Moines County Building Department","IA","2017","2020","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","no","yes","FALSE_OPERATOR_ATTRIBUTION"
"ia-dickinson-dickinson-county","Dickinson County Building Department","IA","2017","2020","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","no","yes","FALSE_OPERATOR_ATTRIBUTION"
"ia-dubuque-dubuque","City of Dubuque Building Dept","IA","2017","2020","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","no","yes","FALSE_OPERATOR_ATTRIBUTION"
"ia-dubuque-dubuque-county","Dubuque County Building Department","IA","2017","2020","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","no","yes","FALSE_OPERATOR_ATTRIBUTION"
"ia-emmet-emmet-county","Emmet County Building Department","IA","2017","2020","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","no","yes","FALSE_OPERATOR_ATTRIBUTION"
"ia-fayette-fayette-county","Fayette County Building Department","IA","2017","2020","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","no","yes","FALSE_OPERATOR_ATTRIBUTION"
"ia-floyd-floyd-county","Floyd County Building Department","IA","2017","2020","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","no","yes","FALSE_OPERATOR_ATTRIBUTION"
"ia-franklin-franklin-county","Franklin County Building Department","IA","2017","2020","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","no","yes","FALSE_OPERATOR_ATTRIBUTION"
"ia-fremont-fremont-county","Fremont County Building Department","IA","2017","2020","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","no","yes","FALSE_OPERATOR_ATTRIBUTION"
"ia-greene-greene-county","Greene County Building Department","IA","2017","2020","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","no","yes","FALSE_OPERATOR_ATTRIBUTION"
"ia-grundy-grundy-county","Grundy County Building Department","IA","2017","2020","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","no","yes","FALSE_OPERATOR_ATTRIBUTION"
"ia-guthrie-guthrie-county","Guthrie County Building Department","IA","2017","2020","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","no","yes","FALSE_OPERATOR_ATTRIBUTION"
"ia-hamilton-hamilton-county","Hamilton County Building Department","IA","2017","2020","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","no","yes","FALSE_OPERATOR_ATTRIBUTION"
"ia-hancock-hancock-county","Hancock County Building Department","IA","2017","2020","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","no","yes","FALSE_OPERATOR_ATTRIBUTION"
"ia-hardin-hardin-county","Hardin County Building Department","IA","2017","2020","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","no","yes","FALSE_OPERATOR_ATTRIBUTION"
"ia-harrison-harrison-county","Harrison County Building Department","IA","2017","2020","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","no","yes","FALSE_OPERATOR_ATTRIBUTION"
"ia-henry-henry-county","Henry County Building Department","IA","2017","2020","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","no","yes","FALSE_OPERATOR_ATTRIBUTION"
"ia-howard-howard-county","Howard County Building Department","IA","2017","2020","2020","operator-entry — ""was entered for this project by the operator""","route skeleton literal necVersion:'2020'","state-adoption-table (skeleton removed) or project-record-unprovenanced","no","yes","FALSE_OPERATOR_ATTRIBUTION"
